Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2018,1,1,0,30,0,0,0,0,4,-11.5,158.21,0.13,4.2,0.3,294,91.45,-10.4,1009,N/A
2018,1,1,1,30,0,0,0,0,4,-11.5,153.77,0.13,4.1,0.3,293,92.36,-10.5,1009,N/A
2018,1,1,2,30,0,0,0,0,4,-11.4,145.39,0.13,4,0.3,293,92.78,-10.5,1010,N/A
2018,1,1,3,30,0,0,0,0,4,-11.4,135.38,0.13,4,0.3,293,93.62,-10.6,1010,N/A
2018,1,1,4,30,0,0,0,0,4,-11.4,124.8,0.13,3.9,0.3,294,94.35,-10.7,1011,N/A
2018,1,1,5,30,0,0,0,0,4,-11.5,114.17,0.13,3.7,0.3,295,94.93,-10.8,1011,N/A
2018,1,1,6,30,0,0,0,0,4,-11.5,103.82,0.13,3.6,0.3,297,95.29,-10.9,1011,N/A
2018,1,1,7,30,0,0,0,0,4,-11.6,94.06,0.13,3.5,0.3,298,94.75,-10.9,1012,N/A
2018,1,1,8,30,20,0,20,70,4,-11.6,85.04,0.13,3.3,0.3,299,90.65,-10.4,1012,N/A
2018,1,1,9,30,65,0,65,203,4,-11.6,77.61,0.13,3.1,0.3,298,85.07,-9.6,1012,N/A
2018,1,1,10,30,119,30,128,316,4,-11.6,71.89,0.13,3,0.3,295,81.44,-9,1012,N/A
2018,1,1,11,30,148,78,177,384,4,-11.4,68.44,0.13,2.9,0.3,291,78.03,-8.3,1011,N/A
2018,1,1,12,30,138,14,143,400,4,-11.3,67.62,0.13,2.9,0.3,289,76.81,-7.9,1011,N/A
2018,1,1,13,30,127,15,132,362,4,-11.1,69.54,0.13,2.9,0.3,288,75.86,-7.6,1011,N/A
2018,1,1,14,30,92,1,92,274,4,-11.1,73.98,0.13,2.9,0.3,289,76.29,-7.6,1011,N/A
2018,1,1,15,30,45,0,45,149,4,-11.1,80.47,0.13,2.9,0.3,292,77.99,-7.9,1011,N/A
2018,1,1,16,30,6,0,6,24,4,-11.3,88.33,0.13,3,0.3,295,79.85,-8.4,1012,N/A
2018,1,1,17,30,0,0,0,0,4,-11.4,97.95,0.13,3,0.3,298,81.2,-8.8,1012,N/A
2018,1,1,18,30,0,0,0,0,4,-11.5,107.98,0.13,3.1,0.3,298,83.07,-9.2,1012,N/A
2018,1,1,19,30,0,0,0,0,4,-11.7,118.48,0.13,3.1,0.3,298,82.74,-9.3,1013,N/A
2018,1,1,20,30,0,0,0,0,4,-11.8,129.13,0.13,3,0.3,293,84.32,-9.7,1013,N/A
2018,1,1,21,30,0,0,0,0,4,-11.9,139.55,0.13,3,0.3,289,84.53,-9.8,1012,N/A
2018,1,1,22,30,0,0,0,0,4,-11.9,149.07,0.13,3.1,0.3,285,84.89,-9.8,1012,N/A
2018,1,1,23,30,0,0,0,0,4,-11.8,156.17,0.13,3.1,0.3,284,84.59,-9.7,1012,N/A
2018,1,2,0,30,0,0,0,0,4,-11.8,158.14,0.13,3.2,0.3,283,84.91,-9.7,1012,N/A
2018,1,2,1,30,0,0,0,0,4,-11.7,153.75,0.13,3.4,0.2,284,85.01,-9.7,1012,N/A
2018,1,2,2,30,0,0,0,0,4,-11.8,145.4,0.13,3.5,0.2,284,86.13,-9.9,1012,N/A
2018,1,2,3,30,0,0,0,0,4,-11.8,135.4,0.13,3.6,0.2,285,87.73,-10.2,1012,N/A
2018,1,2,4,30,0,0,0,0,4,-11.9,124.82,0.13,3.6,0.2,285,88.45,-10.4,1012,N/A
2018,1,2,5,30,0,0,0,0,4,-12.1,114.19,0.13,3.7,0.2,285,88.31,-10.5,1012,N/A
2018,1,2,6,30,0,0,0,0,4,-12.1,103.84,0.13,3.7,0.2,284,88.45,-10.6,1013,N/A
2018,1,2,7,30,0,0,0,0,4,-12.2,94.07,0.13,3.8,0.3,284,87.66,-10.5,1013,N/A
2018,1,2,8,30,32,68,38,69,4,-12.1,85.03,0.13,3.9,0.3,283,84.85,-10,1013,N/A
2018,1,2,9,30,77,226,126,202,4,-11.9,77.58,0.13,4,0.3,282,81.7,-9.4,1013,N/A
2018,1,2,10,30,121,150,168,315,4,-11.9,71.84,0.13,4.1,0.3,282,79.49,-9,1013,N/A
2018,1,2,11,30,150,82,180,384,4,-11.8,68.36,0.13,4.3,0.3,282,77.95,-8.6,1013,N/A
2018,1,2,12,30,155,56,176,400,4,-11.6,67.53,0.13,4.5,0.3,283,76.92,-8.3,1012,N/A
2018,1,2,13,30,144,90,176,363,4,-11.5,69.43,0.13,4.6,0.3,285,76.89,-8.2,1012,N/A
2018,1,2,14,30,109,163,154,275,4,-11.5,73.85,0.13,4.6,0.3,287,77.25,-8.2,1012,N/A
2018,1,2,15,30,62,96,78,150,4,-11.4,80.34,0.13,4.6,0.3,287,79.46,-8.5,1013,N/A
2018,1,2,16,30,10,11,10,24,4,-11.4,88.2,0.13,4.5,0.3,287,82.05,-8.9,1014,N/A
2018,1,2,17,30,0,0,0,0,4,-11.5,97.81,0.13,4.5,0.3,287,83.67,-9.2,1014,N/A
2018,1,2,18,30,0,0,0,0,4,-11.5,107.84,0.13,4.5,0.3,287,84.18,-9.3,1015,N/A
2018,1,2,19,30,0,0,0,0,4,-11.5,118.34,0.13,4.5,0.3,287,84.82,-9.4,1015,N/A
2018,1,2,20,30,0,0,0,0,4,-11.6,128.99,0.13,4.5,0.2,285,84.6,-9.5,1016,N/A
2018,1,2,21,30,0,0,0,0,4,-11.8,139.41,0.13,4.4,0.2,284,83.87,-9.6,1016,N/A
2018,1,2,22,30,0,0,0,0,4,-12,148.93,0.13,4.3,0.2,283,83.62,-9.7,1016,N/A
2018,1,2,23,30,0,0,0,0,4,-12,156.05,0.13,4.3,0.2,282,85.09,-10,1016,N/A
2018,1,3,0,30,0,0,0,0,4,-12,158.06,0.13,4.2,0.3,282,86.91,-10.2,1017,N/A
2018,1,3,1,30,0,0,0,0,4,-11.8,153.72,0.13,4,0.3,281,88.3,-10.2,1017,N/A
2018,1,3,2,30,0,0,0,0,4,-11.4,145.41,0.13,3.9,0.3,279,90.21,-10.1,1018,N/A
2018,1,3,3,30,0,0,0,0,4,-10.9,135.42,0.13,3.7,0.3,275,91.43,-9.8,1018,N/A
2018,1,3,4,30,0,0,0,0,4,-10.4,124.85,0.13,3.5,0.4,271,91.53,-9.3,1019,N/A
2018,1,3,5,30,0,0,0,0,8,-9.9,114.21,0.13,3.3,0.4,270,91.44,-8.8,1020,N/A
2018,1,3,6,30,0,0,0,0,4,-9.5,103.85,0.13,3.2,0.4,272,91.64,-8.4,1020,N/A
2018,1,3,7,30,0,0,0,0,4,-9.2,94.07,0.13,3.1,0.4,275,90.25,-7.9,1021,N/A
2018,1,3,8,30,32,162,46,68,4,-8.9,85.02,0.13,3,0.4,278,85.35,-6.9,1022,N/A
2018,1,3,9,30,66,390,150,200,4,-8.6,77.55,0.13,2.7,0.4,278,79.53,-5.6,1022,N/A
2018,1,3,10,30,73,623,268,312,0,-8.5,71.79,0.13,2.6,0.4,274,73.11,-4.4,1022,N/A
2018,1,3,11,30,86,684,339,382,0,-8.5,68.29,0.13,2.6,0.4,271,67.76,-3.4,1022,N/A
2018,1,3,12,30,104,589,330,398,4,-8.4,67.43,0.13,2.5,0.4,268,65.33,-2.8,1023,N/A
2018,1,3,13,30,115,433,268,360,7,-8.1,69.31,0.13,2.4,0.4,264,65.3,-2.5,1023,N/A
2018,1,3,14,30,97,332,190,273,7,-7.9,73.72,0.13,2,0.4,259,67.67,-2.7,1024,N/A
2018,1,3,15,30,61,200,95,149,7,-7.3,80.2,0.13,1.6,0.4,239,73.67,-3.3,1024,N/A
2018,1,3,16,30,16,149,21,25,4,-8,88.08,0.13,1.4,0.4,205,73.94,-4,1025,N/A
2018,1,3,17,30,0,0,0,0,7,-8.5,97.67,0.13,1.5,0.4,177,74.4,-4.6,1025,N/A
2018,1,3,18,30,0,0,0,0,4,-8.1,107.7,0.13,1.7,0.4,166,76.79,-4.6,1025,N/A
2018,1,3,19,30,0,0,0,0,4,-7.2,118.19,0.13,1.9,0.5,164,81.48,-4.5,1025,N/A
2018,1,3,20,30,0,0,0,0,4,-6.3,128.84,0.13,2.1,0.5,160,80.98,-3.5,1024,N/A
2018,1,3,21,30,0,0,0,0,7,-5.5,139.27,0.13,2.3,0.5,170,82.4,-2.9,1024,N/A
2018,1,3,22,30,0,0,0,0,4,-4.8,148.78,0.13,2.5,0.5,181,83.53,-2.4,1024,N/A
2018,1,3,23,30,0,0,0,0,7,-4.3,155.91,0.13,2.6,0.5,187,84.9,-2.1,1024,N/A
2018,1,4,0,30,0,0,0,0,7,-3.9,157.97,0.13,2.4,0.5,186,85.9,-1.9,1023,N/A
2018,1,4,1,30,0,0,0,0,7,-3.8,153.68,0.13,2.2,0.5,176,85.87,-1.7,1023,N/A
2018,1,4,2,30,0,0,0,0,7,-3.4,145.4,0.13,2,0.6,158,86.33,-1.4,1023,N/A
2018,1,4,3,30,0,0,0,0,8,-3,135.43,0.13,2.1,0.6,133,88.14,-1.3,1022,N/A
2018,1,4,4,30,0,0,0,0,8,-2.5,124.86,0.13,2.6,0.7,114,89.73,-1,1021,N/A
2018,1,4,5,30,0,0,0,0,7,-1.6,114.23,0.13,3.2,0.8,104,89.85,-0.1,1020,N/A
2018,1,4,6,30,0,0,0,0,6,-0.5,103.86,0.13,3.7,1,100,91.89,0.7,1018,N/A
2018,1,4,7,30,0,0,0,0,6,0.4,94.07,0.13,3.9,1.1,96,94.65,1.2,1017,N/A
2018,1,4,8,30,6,0,6,62,6,1,85.01,0.13,4.3,1.2,88,94.77,1.7,1016,N/A
2018,1,4,9,30,12,0,12,187,6,1.3,77.51,0.13,5,1.4,80,95.01,2,1013,N/A
2018,1,4,10,30,16,0,16,292,6,1.5,71.73,0.13,5.8,1.6,79,95.22,2.2,1009,N/A
2018,1,4,11,30,16,0,16,354,9,1.7,68.2,0.13,6.9,1.8,83,96.11,2.3,1004,N/A
2018,1,4,12,30,16,0,16,368,9,1.9,67.32,0.13,8.1,2,87,97.77,2.2,1000,N/A
2018,1,4,13,30,14,0,14,332,6,1.7,69.19,0.13,9,2.1,93,96.57,2.2,995,N/A
2018,1,4,14,30,12,0,12,246,7,1.8,73.59,0.13,9.7,2.2,94,95.62,2.4,991,N/A
2018,1,4,15,30,7,0,7,126,6,1.9,80.06,0.13,9.9,2.5,92,93.87,2.8,986,N/A
2018,1,4,16,30,2,0,2,18,4,2.4,87.96,0.13,8.6,2.7,108,89.62,4,980,N/A
2018,1,4,17,30,0,0,0,0,4,4.7,97.52,0.13,6.6,2.4,146,90.47,6.1,976,N/A
2018,1,4,18,30,0,0,0,0,4,7.5,107.55,0.13,5.8,1.9,169,97.78,7.8,975,N/A
2018,1,4,19,30,0,0,0,0,8,8.1,118.05,0.13,5.9,1.8,170,98.65,8.3,974,N/A
2018,1,4,20,30,0,0,0,0,3,7.5,128.7,0.13,7.2,1.7,166,91.08,8.9,973,N/A
2018,1,4,21,30,0,0,0,0,3,7,139.12,0.13,8.2,1.7,165,88.67,8.8,971,N/A
2018,1,4,22,30,0,0,0,0,4,6.6,148.64,0.13,9.2,1.6,168,87.24,8.6,969,N/A
2018,1,4,23,30,0,0,0,0,4,5.9,155.78,0.13,9.9,1.6,173,85.52,8.2,967,N/A
2018,1,5,0,30,0,0,0,0,4,5.5,157.87,0.13,10.1,1.6,182,86.49,7.6,965,N/A
2018,1,5,1,30,0,0,0,0,4,5.4,153.64,0.13,10.1,1.5,195,91.78,6.6,965,N/A
2018,1,5,2,30,0,0,0,0,4,4,145.39,0.13,10,1.4,207,91.91,5.2,967,N/A
2018,1,5,3,30,0,0,0,0,4,1.8,135.44,0.13,9.8,1.3,215,85.9,3.9,968,N/A
2018,1,5,4,30,0,0,0,0,4,0.2,124.87,0.13,9.7,1.2,220,81.99,3,970,N/A
2018,1,5,5,30,0,0,0,0,4,-0.8,114.23,0.13,9.7,1.1,225,80.41,2.2,973,N/A
2018,1,5,6,30,0,0,0,0,4,-1.8,103.86,0.13,9.4,1,230,77.82,1.7,975,N/A
2018,1,5,7,30,0,0,0,0,4,-2.4,94.06,0.13,8.9,0.9,233,75.31,1.5,977,N/A
2018,1,5,8,30,5,0,5,60,7,-2.9,84.99,0.13,8.3,0.8,235,73.23,1.4,979,N/A
2018,1,5,9,30,31,0,31,188,4,-3.1,77.47,0.13,7.8,0.7,235,71.28,1.5,981,N/A
2018,1,5,10,30,105,25,113,299,4,-3.3,71.66,0.13,7.5,0.7,235,69.94,1.6,982,N/A
2018,1,5,11,30,123,118,167,366,4,-3.4,68.11,0.13,7.2,0.7,234,68.9,1.7,982,N/A
2018,1,5,12,30,106,96,143,384,4,-3.3,67.2,0.13,6.9,0.6,233,69.38,1.7,982,N/A
2018,1,5,13,30,141,58,162,346,4,-3.1,69.06,0.13,6.8,0.6,233,71.22,1.5,982,N/A
2018,1,5,14,30,86,78,108,261,4,-3.1,73.44,0.13,6.9,0.6,235,73.3,1.1,983,N/A
2018,1,5,15,30,56,72,69,142,4,-3.5,79.91,0.13,7,0.5,237,75.14,0.4,983,N/A
2018,1,5,16,30,8,0,8,24,4,-4.1,87.82,0.13,7.2,0.5,238,75.59,-0.3,984,N/A
2018,1,5,17,30,0,0,0,0,4,-4.9,97.36,0.13,7.3,0.5,239,75.11,-1,986,N/A
2018,1,5,18,30,0,0,0,0,4,-5.6,107.4,0.13,7.2,0.4,240,74.59,-1.7,986,N/A
2018,1,5,19,30,0,0,0,0,4,-6.1,117.89,0.13,7.1,0.4,241,73.52,-2,987,N/A
2018,1,5,20,30,0,0,0,0,4,-6.4,128.54,0.13,7.1,0.4,242,74.03,-2.4,987,N/A
2018,1,5,21,30,0,0,0,0,4,-6.9,138.97,0.13,7.1,0.4,242,73.64,-2.8,987,N/A
2018,1,5,22,30,0,0,0,0,4,-7.5,148.48,0.13,7.1,0.4,243,72.98,-3.3,988,N/A
2018,1,5,23,30,0,0,0,0,4,-8.1,155.63,0.13,7.1,0.4,245,71.46,-3.7,988,N/A
2018,1,6,0,30,0,0,0,0,4,-8.8,157.76,0.13,7,0.3,248,70.11,-4.2,989,N/A
2018,1,6,1,30,0,0,0,0,7,-9.5,153.59,0.13,6.9,0.3,251,68.66,-4.6,990,N/A
2018,1,6,2,30,0,0,0,0,7,-10.1,145.38,0.13,6.8,0.3,254,67.95,-5.1,990,N/A
2018,1,6,3,30,0,0,0,0,7,-10.6,135.44,0.13,6.6,0.3,257,67.39,-5.5,991,N/A
2018,1,6,4,30,0,0,0,0,8,-11,124.88,0.13,6.5,0.3,259,67.08,-5.9,992,N/A
2018,1,6,5,30,0,0,0,0,4,-11.5,114.23,0.13,6.5,0.3,260,67.88,-6.5,993,N/A
2018,1,6,6,30,0,0,0,0,4,-11.8,103.86,0.13,6.6,0.3,259,68.82,-7,993,N/A
2018,1,6,7,30,0,0,0,0,4,-12,94.04,0.13,6.7,0.3,259,70.3,-7.5,994,N/A
2018,1,6,8,30,32,177,48,65,4,-12.2,84.94,0.13,6.9,0.3,259,72.29,-8.1,995,N/A
2018,1,6,9,30,65,409,154,197,4,-12.5,77.41,0.13,7,0.3,260,73.83,-8.7,996,N/A
2018,1,6,10,30,84,538,254,313,8,-13.1,71.58,0.13,7.1,0.3,262,74.16,-9.3,997,N/A
2018,1,6,11,30,108,525,305,388,4,-13.6,68.01,0.13,7.2,0.3,263,73.57,-9.8,997,N/A
2018,1,6,12,30,116,513,316,408,4,-14.1,67.08,0.13,7.1,0.3,264,72.46,-10.1,998,N/A
2018,1,6,13,30,113,460,279,371,4,-14.4,68.91,0.13,7,0.3,266,73.03,-10.5,999,N/A
2018,1,6,14,30,93,398,207,284,4,-14.5,73.29,0.13,6.7,0.3,267,73.32,-10.7,999,N/A
2018,1,6,15,30,54,372,120,157,7,-14.6,79.75,0.13,6.5,0.4,269,74.43,-10.9,1001,N/A
2018,1,6,16,30,15,38,17,28,4,-14.4,87.65,0.13,6.2,0.4,271,75.7,-11,1002,N/A
2018,1,6,17,30,0,0,0,0,8,-14.3,97.21,0.13,6,0.4,273,77.88,-11.2,1003,N/A
2018,1,6,18,30,0,0,0,0,4,-14.1,107.24,0.13,5.8,0.4,274,79.58,-11.3,1004,N/A
2018,1,6,19,30,0,0,0,0,4,-14,117.74,0.13,5.7,0.4,275,80.43,-11.3,1004,N/A
2018,1,6,20,30,0,0,0,0,8,-13.9,128.39,0.13,5.6,0.4,278,81.85,-11.4,1005,N/A
2018,1,6,21,30,0,0,0,0,8,-13.9,138.81,0.13,5.5,0.4,281,83.38,-11.6,1006,N/A
2018,1,6,22,30,0,0,0,0,8,-13.9,148.32,0.13,5.5,0.4,285,83.82,-11.7,1007,N/A
2018,1,6,23,30,0,0,0,0,8,-14,155.48,0.13,5.5,0.4,286,83.93,-11.8,1007,N/A
2018,1,7,0,30,0,0,0,0,7,-14.1,157.65,0.13,5.4,0.4,287,84.01,-11.9,1008,N/A
2018,1,7,1,30,0,0,0,0,8,-14.1,153.53,0.13,5.4,0.4,288,83.58,-11.9,1008,N/A
2018,1,7,2,30,0,0,0,0,7,-14.2,145.35,0.13,5.4,0.4,289,83.63,-12,1009,N/A
2018,1,7,3,30,0,0,0,0,4,-14.4,135.43,0.13,5.5,0.4,290,84.45,-12.3,1009,N/A
2018,1,7,4,30,0,0,0,0,7,-14.7,124.87,0.13,5.7,0.3,292,85.23,-12.7,1010,N/A
2018,1,7,5,30,0,0,0,0,4,-15.1,114.23,0.13,5.8,0.3,294,86.47,-13.3,1012,N/A
2018,1,7,6,30,0,0,0,0,4,-15.6,103.84,0.13,5.9,0.2,297,87.83,-14,1013,N/A
2018,1,7,7,30,0,0,0,0,4,-16,94.02,0.13,5.9,0.1,298,88.76,-14.6,1014,N/A
2018,1,7,8,30,32,178,48,76,4,-16.3,84.9,0.13,6,0.1,298,88.28,-14.8,1014,N/A
2018,1,7,9,30,62,448,160,218,4,-16.4,77.35,0.13,6.1,0.1,297,86.12,-14.6,1015,N/A
2018,1,7,10,30,80,567,260,337,4,-16.4,71.5,0.13,6.1,0.1,297,82.32,-14,1016,N/A
2018,1,7,11,30,105,542,309,402,4,-16.1,67.9,0.13,6.1,0.2,297,77.88,-13.1,1016,N/A
2018,1,7,12,30,100,637,349,420,4,-15.8,66.95,0.13,6.1,0.2,297,73.75,-12.1,1016,N/A
2018,1,7,13,30,55,908,384,384,0,-15.5,68.77,0.13,6,0.2,298,71.26,-11.3,1017,N/A
2018,1,7,14,30,92,406,210,296,4,-15.1,73.13,0.13,5.8,0.2,299,71.27,-10.9,1017,N/A
2018,1,7,15,30,61,280,112,168,4,-14.6,79.59,0.13,5.4,0.2,300,73.28,-10.8,1018,N/A
2018,1,7,16,30,16,39,18,31,4,-14.2,87.5,0.13,5,0.3,299,78.17,-11.1,1019,N/A
2018,1,7,17,30,0,0,0,0,4,-13.7,97.05,0.13,4.8,0.3,295,83.07,-11.4,1020,N/A
2018,1,7,18,30,0,0,0,0,4,-13.3,107.08,0.13,4.7,0.3,291,85.55,-11.4,1021,N/A
2018,1,7,19,30,0,0,0,0,4,-13,117.58,0.13,4.6,0.4,288,87.88,-11.4,1021,N/A
2018,1,7,20,30,0,0,0,0,4,-12.6,128.23,0.13,4.5,0.4,279,87.05,-10.9,1022,N/A
2018,1,7,21,30,0,0,0,0,4,-12.2,138.65,0.13,4.4,0.4,273,85.98,-10.3,1022,N/A
2018,1,7,22,30,0,0,0,0,4,-11.7,148.16,0.13,4.3,0.5,268,84.17,-9.5,1021,N/A
2018,1,7,23,30,0,0,0,0,7,-11.1,155.32,0.13,4.1,0.6,262,83.28,-8.8,1021,N/A
2018,1,8,0,30,0,0,0,0,8,-10.5,157.52,0.13,4,0.6,255,83.08,-8.1,1020,N/A
2018,1,8,1,30,0,0,0,0,8,-9.6,153.46,0.13,3.9,0.7,248,83.17,-7.2,1019,N/A
2018,1,8,2,30,0,0,0,0,4,-8.4,145.32,0.13,4,0.8,244,83.67,-6.1,1019,N/A
2018,1,8,3,30,0,0,0,0,4,-7.2,135.41,0.13,4.2,0.8,246,84.78,-5,1017,N/A
2018,1,8,4,30,0,0,0,0,4,-6.2,124.86,0.13,4.4,0.9,250,86.11,-4.2,1017,N/A
2018,1,8,5,30,0,0,0,0,4,-5.5,114.22,0.13,4.6,0.9,254,86.47,-3.6,1016,N/A
2018,1,8,6,30,0,0,0,0,4,-5.1,103.83,0.13,4.6,1,259,87.48,-3.3,1016,N/A
2018,1,8,7,30,0,0,0,0,4,-4.8,93.99,0.13,4.4,1,266,89.58,-3.3,1016,N/A
2018,1,8,8,30,29,6,30,55,4,-4.6,84.86,0.13,4.1,1.1,273,90.91,-3.3,1017,N/A
2018,1,8,9,30,84,71,100,174,4,-4.6,77.29,0.13,3.7,1.1,280,90.58,-3.3,1017,N/A
2018,1,8,10,30,115,319,217,282,4,-4.8,71.41,0.13,3.5,1.1,287,89.07,-3.3,1017,N/A
2018,1,8,11,30,153,67,178,355,4,-5.1,67.78,0.13,3.4,1.1,292,86.45,-3.2,1017,N/A
2018,1,8,12,30,150,228,240,375,8,-5.5,66.81,0.13,3.4,1.2,295,83.7,-3.1,1016,N/A
2018,1,8,13,30,113,409,262,341,0,-5.8,68.61,0.13,3.2,1.2,297,80.84,-3,1016,N/A
2018,1,8,14,30,114,187,169,259,4,-6.1,72.97,0.13,2.9,1.2,297,79.23,-3,1017,N/A
2018,1,8,15,30,67,50,76,141,4,-6.2,79.43,0.13,2.4,1.2,297,80.55,-3.3,1017,N/A
2018,1,8,16,30,13,0,13,25,4,-5.9,87.35,0.13,1.6,1.3,293,84.01,-3.6,1017,N/A
2018,1,8,17,30,0,0,0,0,7,-6.1,96.88,0.13,0.9,1.3,233,84.71,-3.9,1017,N/A
2018,1,8,18,30,0,0,0,0,7,-6.2,106.92,0.13,1,1.3,165,83.52,-3.8,1016,N/A
2018,1,8,19,30,0,0,0,0,7,-5.3,117.42,0.13,1.4,1.4,153,88.29,-3.6,1016,N/A
2018,1,8,20,30,0,0,0,0,7,-3.8,128.07,0.13,2.6,1.3,156,89.31,-2.3,1014,N/A
2018,1,8,21,30,0,0,0,0,6,-2.5,138.48,0.13,3.1,1.3,170,91.01,-1.2,1013,N/A
2018,1,8,22,30,0,0,0,0,6,-1.1,147.99,0.13,3.9,1.3,189,89.6,0.4,1011,N/A
2018,1,8,23,30,0,0,0,0,7,0.6,155.16,0.13,4.4,1.5,206,90.7,2,1010,N/A
2018,1,9,0,30,0,0,0,0,7,2.1,157.39,0.13,4.6,1.5,218,94.37,2.9,1008,N/A
2018,1,9,1,30,0,0,0,0,7,2.8,153.38,0.13,4.5,1.5,228,96.92,3.2,1007,N/A
2018,1,9,2,30,0,0,0,0,7,2.8,145.28,0.13,4,1.5,236,98.89,3,1007,N/A
2018,1,9,3,30,0,0,0,0,8,2.6,135.39,0.13,3.7,1.4,244,99.78,2.6,1006,N/A
2018,1,9,4,30,0,0,0,0,7,2.2,124.85,0.13,3.5,1.3,252,100,2.2,1006,N/A
2018,1,9,5,30,0,0,0,0,7,1.8,114.2,0.13,3.3,1.2,257,99.79,1.8,1006,N/A
2018,1,9,6,30,0,0,0,0,6,1.2,103.8,0.13,3,1,258,98.68,1.4,1007,N/A
2018,1,9,7,30,0,0,0,0,7,0.7,93.95,0.13,2.6,1,257,97.4,1.1,1006,N/A
2018,1,9,8,30,19,44,23,64,8,0.5,84.81,0.13,2.3,0.9,255,94.8,1.2,1006,N/A
2018,1,9,9,30,14,0,14,191,4,0.6,77.22,0.13,2.1,0.9,253,93.55,1.5,1006,N/A
2018,1,9,10,30,83,1,83,302,4,0.8,71.31,0.13,2.1,0.9,253,92.53,1.9,1005,N/A
2018,1,9,11,30,82,0,82,370,4,1.1,67.66,0.13,2.1,0.9,257,91.17,2.4,1004,N/A
2018,1,9,12,30,88,0,88,388,4,1.3,66.67,0.13,2.1,0.9,262,90.71,2.7,1003,N/A
2018,1,9,13,30,65,0,65,356,4,1.6,68.46,0.13,2.2,0.9,267,91.51,2.8,1003,N/A
2018,1,9,14,30,53,0,53,276,4,1.7,72.81,0.13,2.5,0.8,272,93.94,2.6,1003,N/A
2018,1,9,15,30,41,0,41,158,4,1.5,79.26,0.13,3.1,0.8,280,95.35,2.2,1003,N/A
2018,1,9,16,30,13,135,20,31,0,1.1,87.2,0.13,3.8,0.7,289,95.29,1.8,1004,N/A
2018,1,9,17,30,0,0,0,0,0,0.2,96.71,0.13,4.2,0.6,292,92.61,1.3,1005,N/A
2018,1,9,18,30,0,0,0,0,4,-0.5,106.75,0.13,4.4,0.6,289,90.71,0.8,1006,N/A
2018,1,9,19,30,0,0,0,0,4,-1.2,117.25,0.13,4.5,0.6,286,87.55,0.6,1006,N/A
2018,1,9,20,30,0,0,0,0,4,-1.9,127.9,0.5,5.1,0.6,291,89.32,-0.4,1008,N/A
2018,1,9,21,30,0,0,0,0,4,-3,138.32,0.5,5.5,0.6,300,88.76,-1.4,1010,N/A
2018,1,9,22,30,0,0,0,0,4,-5.2,147.82,0.5,5.7,0.5,306,82.26,-2.6,1011,N/A
2018,1,9,23,30,0,0,0,0,4,-7.3,154.99,0.5,5.8,0.4,306,74.58,-3.4,1012,N/A
2018,1,10,0,30,0,0,0,0,4,-8.1,157.26,0.5,5.7,0.4,305,72.78,-3.9,1013,N/A
2018,1,10,1,30,0,0,0,0,4,-8.3,153.3,0.5,5.7,0.4,305,73.06,-4.2,1014,N/A
2018,1,10,2,30,0,0,0,0,4,-8.5,145.24,0.5,5.6,0.4,305,74.22,-4.6,1015,N/A
2018,1,10,3,30,0,0,0,0,4,-8.6,135.37,0.5,5.6,0.3,304,75.28,-4.9,1016,N/A
2018,1,10,4,30,0,0,0,0,4,-8.7,124.83,0.5,5.6,0.3,304,76.76,-5.3,1018,N/A
2018,1,10,5,30,0,0,0,0,4,-9,114.18,0.5,5.5,0.3,303,77.79,-5.7,1019,N/A
2018,1,10,6,30,0,0,0,0,4,-9.2,103.77,0.5,5.3,0.3,303,79.42,-6.2,1020,N/A
2018,1,10,7,30,0,0,0,0,4,-9.3,93.91,0.5,5.2,0.3,303,80.72,-6.5,1021,N/A
2018,1,10,8,30,21,0,21,76,4,-9.4,84.75,0.5,5.1,0.3,304,79.41,-6.4,1022,N/A
2018,1,10,9,30,57,452,158,213,0,-9.5,77.13,0.5,5,0.4,304,74.16,-5.6,1023,N/A
2018,1,10,10,30,55,856,331,331,0,-9.5,71.21,0.5,4.9,0.4,304,68.82,-4.6,1023,N/A
2018,1,10,11,30,61,899,405,405,0,-9.3,67.53,0.5,4.9,0.4,304,64.13,-3.5,1023,N/A
2018,1,10,12,30,61,908,423,423,0,-9,66.52,0.5,4.8,0.5,303,60.85,-2.5,1023,N/A
2018,1,10,13,30,57,886,385,385,0,-8.7,68.29,0.5,4.7,0.5,302,59.71,-1.9,1024,N/A
2018,1,10,14,30,51,831,299,299,0,-8.4,72.63,0.5,4.6,0.5,300,59.98,-1.6,1025,N/A
2018,1,10,15,30,40,704,173,173,0,-7.9,79.08,0.5,4.3,0.5,298,63.4,-1.9,1026,N/A
2018,1,10,16,30,20,296,35,35,0,-7.5,87.02,0.5,3.9,0.6,297,68.78,-2.5,1027,N/A
2018,1,10,17,30,0,0,0,0,4,-7.1,96.54,0.5,3.6,0.6,296,74.99,-3.3,1027,N/A
2018,1,10,18,30,0,0,0,0,7,-6.8,106.58,0.5,3.3,0.6,295,80.87,-4,1028,N/A
2018,1,10,19,30,0,0,0,0,8,-6.7,117.08,0.5,3.2,0.6,296,83.22,-4.3,1028,N/A
